doi,cleaned_feature
10.1109/TGRS.2017.2697453,recurrent neural network correct satellite image classification map ieee transaction geoscience remote sensing institute electrical electronics engineer ieee
10.2118/173309-PA,implementation vertex centered method inside industrial reservoir simulator practical issue comprehensive comparison corner point grid perpendicular bisector grid model field case spe society petroleum engineer spe
10.23919/EuCAP.2017.7928734,mimo antenna performance assessment based open source software defined radio th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.23919/EuCAP.2017.7927947,welcome th european conference antenna propagation eucap institute electrical electronics engineer ieee
10.1109/TNSM.2017.2677778,user association resource allocation optimization lte cellular network ieee transaction network service management institute electrical electronics engineer ieee
10.1364/AOMS.2016.AOTh1C.2,coupling optical beam corrected adaptive optic single mode optical fiber imaging applied optic optical society
10.1142/S0218271817300191,cosmic matrix th anniversary relativistic astrophysics international modern physic world scientific pub co pte ltd
10.1093/hmg/ddx130,novel cisd mutation associated classical wolfram syndrome phenotype alters ca homeostasis er mitochondrion interaction human molecular genetics oxford university press oup
10.1109/SSP.2016.7551845,spatial regularization nonlinear unmixing hyperspectral data vector valued kernel function ieee statistical signal processing workshop ssp institute electrical electronics engineer ieee
10.1103/PhysRevD.94.042002,comprehensive sky search periodic gravitational wave sixth science run ligo data physical american physical society aps
10.1364/OL.41.003992,decoupled polarization dynamic incoherent wave bimodal spectral incoherent soliton optic letter optical society
10.1051/0004-6361/201629026,laser guide star used cophasing broad capture range astronomy astrophysics edp science
10.1364/AO.55.007068,optical turbulence confined medium part indoor turbulence sensor instrument applied optic optical society
10.1103/PhysRevB.94.054525,incipient berezinskii kosterlitz thouless transition two dimensional coplanar josephson junction physical b american physical society aps
10.1158/1535-7163.MCT-15-0850,erk therapeutic target dendritic cell vaccination high grade glioma molecular cancer therapeutic american association cancer research aacr
10.1109/SSP.2016.7551831,genomic transcription regulatory element location analysis via poisson weighted lasso ieee statistical signal processing workshop ssp institute electrical electronics engineer ieee
10.1109/CPEM.2016.7540650,convenient graphene based quantum hall resistance standard conference precision electromagnetic measurement cpem institute electrical electronics engineer ieee
10.1172/JCI86387,vascular stiffness mechanoactivates yap taz dependent glutaminolysis drive pulmonary hypertension clinical investigation american society clinical investigation
10.1134/S0001434616070270,derived section factorization algebra deligne conjecture mathematical note pleiades publishing ltd
10.1109/LO.2016.7550033,temporal localized structure mode locked semiconductor laser international conference laser optic lo institute electrical electronics engineer ieee
10.3847/0004-637X/828/1/2,constraining movement spiral feature location planetary body within ab aur system astrophysical american astronomical society
10.1109/ICTON.2016.7550660,adaptive video streaming fixed mobile convergence good team reduce power consumption improve user qoe th international conference transparent optical network icton institute electrical electronics engineer ieee
10.1051/eas/1678009,processing solution big data astronomy ea publication series edp science
10.1051/eas/1678012,overcoming stellar noise barrier detection telluric exoplanets approach based hydrodynamical simulation ea publication series edp science
10.1103/PhysRevD.94.064038,dilatons intrinsic decouplings physical american physical society aps
10.1364/AO.55.007412,proximity operator phase retrieval applied optic optical society
10.1109/CCE.2016.7562642,design miniature antenna iot application ieee sixth international conference communication electronics icce institute electrical electronics engineer ieee
10.5802/aif.3055,normal form holomorphic vector field invariant torus brjuno condition annales l institut fourier cellule mathdoc cedram
10.1144/SP428.10,seafloor spreading obduction jurassic cretaceous evolution northern branch neotethys northeastern anatolian lesser caucasus region geological society london special publication geological society london
10.1103/PhysRevE.94.032136,closed loop approach thermodynamics physical e american physical society aps
10.1109/ICD.2016.7547802,indirect measurement low tunneling current dielectric using floating gate structure ieee international conference dielectric icd institute electrical electronics engineer ieee
10.1109/PN.2016.7537880,localized pulse passively mode locked semiconductor laser photonics north pn institute electrical electronics engineer ieee
10.1002/2016GL070410,seismic velocity change associated aseismic deformation fault stimulated fluid injection geophysical research letter wiley
10.18293/SEKE2016-117,using frequent closed pattern mining solve consensus clustering problem proceeding th international conference software engineering knowledge engineering ksi research inc
10.1109/TRO.2016.2604495,landing quadrotor moving target using dynamic image based visual servo control ieee transaction robotics institute electrical electronics engineer ieee
10.22323/1.267.0064,detecting cosmic web radio survey proceeding many facet extragalactic radio survey towards new scientific challenge po extra radsur sissa medialab srl
10.1002/2016GL070427,relocation long period lp seismic event reveals echelon fracture upper edifice turrialba volcano costa rica geophysical research letter wiley
10.1103/PhysRevA.94.033836,collective effect radiation pressure force physical american physical society aps
